Respondent_ID,Household_ID,PSU_ID,Stratum,Zone,State,Urban_Rural,Household_Size,Monthly_Income,Age,Gender,Education,Employment,Response_Probability,Survey_Time_Min,Travel_Difficulty,GPS_Distance_km,Team_Assigned,Team_Experience_Years,Interview_Cost,Sampling_Weight,Response_Status
R00337,HH0127,PSU139,Urban,North,Punjab,Urban,4,48448,45,Male,Secondary,Unemployed,0.75,33,3,12.1,Team_B,6,19.6,1.16,Completed
R00338,HH0127,PSU106,Urban,North,Delhi,Urban,4,86334,18,Male,Postgraduate,Student,0.84,35,2,7.1,Team_C,10,15.75,2.32,Completed
R00339,HH0128,PSU145,Urban,South,Kerala,Urban,5,38774,42,Female,Graduate,Unemployed,0.85,38,2,7.6,Team_B,8,16.62,2.45,Completed
R00340,HH0128,PSU131,Urban,East,Odisha,Urban,3,34432,50,Male,Graduate,Salaried,0.78,32,2,7.2,Team_C,8,15.44,1.21,Completed
R00341,HH0129,PSU101,Urban,East,Odisha,Urban,6,54574,50,Male,Secondary,Farmer,0.74,37,3,9.4,Team_B,2,18.93,1.93,Completed
R00342,HH0130,PSU116,Urban,West,Maharashtra,Urban,7,108820,27,Female,Higher Secondary,Student,0.92,43,1,4.3,Team_D,8,14.5,2.24,Completed
R00343,HH0130,PSU174,Urban,East,Odisha,Urban,4,37372,42,Male,Secondary,Self-employed,0.81,36,2,6.9,Team_C,3,15.39,2.15,Completed
R00344,HH0131,PSU123,Urban,West,Gujarat,Urban,6,118177,69,Female,Graduate,Self-employed,0.83,38,2,7.0,Team_D,8,15.65,1.1,Completed
R00345,HH0131,PSU189,Urban,East,Bihar,Urban,8,118723,54,Male,Graduate,Unemployed,0.89,44,1,7.7,Team_B,7,18.33,2.14,Completed
R00346,HH0132,PSU170,Urban,South,Tamil Nadu,Urban,8,102056,54,Male,Higher Secondary,Self-employed,0.82,39,2,6.7,Team_C,8,16.86,2.48,Completed
R00347,HH0132,PSU138,Urban,South,Tamil Nadu,Urban,8,53676,51,Female,Higher Secondary,Student,0.86,41,1,6.7,Team_D,8,16.47,1.44,Completed
R00348,HH0132,PSU138,Urban,East,West Bengal,Urban,8,38340,38,Female,Higher Secondary,Self-employed,0.76,53,3,10.1,Team_A,3,22.51,1.34,Completed
R00349,HH0132,PSU150,Urban,South,Karnataka,Urban,6,106748,35,Female,Graduate,Self-employed,0.85,36,1,4.1,Team_A,9,13.44,0.88,Completed
R00350,HH0133,PSU161,Urban,West,Rajasthan,Urban,3,72306,31,Female,Higher Secondary,Farmer,0.77,25,3,13.1,Team_A,5,19.8,1.7,Completed
R00351,HH0133,PSU137,Urban,East,Odisha,Urban,8,34945,39,Female,Higher Secondary,Salaried,0.87,40,1,6.2,Team_D,2,16.53,1.4,Completed
R00352,HH0133,PSU116,Urban,West,Gujarat,Urban,2,89361,46,Female,Postgraduate,Salaried,0.8,21,2,6.9,Team_A,9,13.71,1.71,Refused
R00353,HH0133,PSU119,Urban,West,Maharashtra,Urban,2,47558,48,Male,Higher Secondary,Farmer,0.82,26,2,7.7,Team_B,5,15.71,2.34,Completed
R00354,HH0133,PSU198,Urban,North,Haryana,Urban,5,76703,49,Male,Graduate,Student,0.9,41,1,4.1,Team_C,2,14.94,1.88,Completed
R00355,HH0133,PSU107,Urban,North,Haryana,Urban,4,32494,34,Male,Secondary,Student,0.73,41,4,13.8,Team_B,1,23.03,1.63,Completed
R00356,HH0133,PSU137,Urban,North,Haryana,Urban,3,35053,22,Female,Higher Secondary,Salaried,0.73,29,3,11.4,Team_B,8,19.86,1.24,Completed
R00357,HH0133,PSU136,Urban,East,Bihar,Urban,3,77724,29,Male,Primary,Farmer,0.85,27,1,7.8,Team_B,9,15.78,1.08,Completed
R00358,HH0133,PSU122,Urban,South,Karnataka,Urban,6,113345,26,Male,Graduate,Self-employed,0.75,36,3,10.4,Team_C,10,20.49,1.35,Completed
R00359,HH0134,PSU131,Urban,North,Haryana,Urban,5,100494,29,Female,Secondary,Salaried,0.67,36,4,14.6,Team_A,3,23.16,2.25,Completed
R00360,HH0135,PSU118,Urban,North,Delhi,Urban,8,116851,56,Male,Graduate,Salaried,0.81,49,2,7.0,Team_C,9,18.67,2.02,Refused
R00361,HH0136,PSU194,Urban,North,Punjab,Urban,4,115422,67,Female,Higher Secondary,Unemployed,0.81,23,2,9.8,Team_A,4,16.2,1.24,Completed
R00362,HH0137,PSU176,Urban,North,Delhi,Urban,4,51995,39,Male,Higher Secondary,Student,0.86,25,1,7.1,Team_A,5,14.04,2.47,Completed
R00363,HH0137,PSU159,Urban,South,Kerala,Urban,8,101706,48,Female,Postgraduate,Farmer,0.69,41,4,13.8,Team_D,10,23.31,0.88,Completed
R00364,HH0138,PSU111,Urban,South,Karnataka,Urban,7,65394,35,Male,Primary,Salaried,0.9,43,1,5.6,Team_A,5,15.13,1.63,Completed
R00365,HH0138,PSU186,Urban,South,Tamil Nadu,Urban,4,112900,33,Male,Secondary,Self-employed,0.86,29,1,5.5,Team_A,9,13.4,0.92,Completed
R00366,HH0138,PSU106,Urban,East,Odisha,Urban,4,67472,39,Female,Secondary,Farmer,0.79,34,2,6.7,Team_D,7,16.12,1.01,Completed
R00367,HH0139,PSU148,Urban,East,West Bengal,Urban,4,100356,33,Male,Graduate,Self-employed,0.81,27,2,9.8,Team_B,2,17.57,1.35,Completed
R00368,HH0139,PSU145,Urban,East,Odisha,Urban,5,59379,40,Male,Graduate,Student,0.83,31,2,7.8,Team_A,2,15.96,2.22,Completed
R00369,HH0139,PSU175,Urban,North,Punjab,Urban,8,72040,36,Female,Primary,Student,0.89,38,1,4.5,Team_A,4,13.96,1.0,Completed
R00370,HH0139,PSU137,Urban,East,Odisha,Urban,7,116961,41,Female,Primary,Self-employed,0.88,36,1,5.5,Team_A,3,13.8,1.98,Completed
R00371,HH0140,PSU113,Urban,North,Haryana,Urban,7,59641,27,Female,Postgraduate,Salaried,0.72,40,3,11.0,Team_A,10,20.6,1.05,Completed
R00372,HH0140,PSU159,Urban,West,Maharashtra,Urban,8,116092,50,Male,Secondary,Self-employed,0.87,41,1,4.7,Team_D,1,14.38,1.26,Completed
R00373,HH0140,PSU152,Urban,West,Gujarat,Urban,3,41933,55,Female,Primary,Self-employed,0.8,26,2,9.3,Team_C,6,17.28,1.26,Completed
R00374,HH0141,PSU167,Urban,North,Punjab,Urban,4,70266,28,Male,Secondary,Salaried,0.61,41,5,17.4,Team_C,2,27.07,1.63,Completed
R00375,HH0141,PSU166,Urban,South,Tamil Nadu,Urban,5,69811,40,Female,Graduate,Farmer,0.85,27,2,7.6,Team_C,10,16.04,1.82,Completed
R00376,HH0142,PSU174,Urban,North,Delhi,Urban,6,97089,40,Female,Higher Secondary,Self-employed,0.73,41,3,11.3,Team_B,8,20.94,1.5,Completed
R00377,HH0142,PSU100,Urban,North,Punjab,Urban,5,60755,38,Male,Higher Secondary,Farmer,0.74,36,3,10.7,Team_A,4,19.5,0.83,Completed
R00378,HH0142,PSU104,Urban,South,Karnataka,Urban,2,100977,34,Male,Postgraduate,Salaried,0.72,22,4,12.5,Team_A,5,20.15,1.88,Completed
R00379,HH0143,PSU103,Urban,North,Haryana,Urban,5,60925,38,Female,Graduate,Student,0.83,33,2,6.8,Team_D,8,15.74,1.61,Completed
R00380,HH0143,PSU180,Urban,East,Bihar,Urban,3,99403,18,Female,Postgraduate,Student,0.81,27,2,7.6,Team_D,9,15.7,2.29,Not Available
R00381,HH0143,PSU147,Urban,South,Kerala,Urban,8,110109,61,Female,Primary,Unemployed,0.85,48,1,5.4,Team_B,5,17.11,1.91,Completed
R00382,HH0143,PSU115,Urban,North,Delhi,Urban,8,119364,41,Male,Secondary,Salaried,0.82,41,2,10.5,Team_B,5,20.04,1.05,Completed
R00383,HH0144,PSU165,Urban,South,Tamil Nadu,Urban,3,72310,26,Male,Graduate,Student,0.83,32,2,8.0,Team_D,7,16.87,1.92,Completed
R00384,HH0145,PSU168,Urban,East,Odisha,Urban,7,82407,31,Female,Graduate,Farmer,0.67,46,5,17.0,Team_D,8,28.43,1.73,Completed
R00385,HH0145,PSU164,Urban,North,Haryana,Urban,2,35116,47,Male,Higher Secondary,Unemployed,0.89,22,1,7.6,Team_B,1,14.66,1.74,Completed
R00386,HH0146,PSU124,Urban,North,Punjab,Urban,4,42172,25,Male,Graduate,Unemployed,0.8,38,2,6.9,Team_A,1,16.55,1.65,Completed
R00387,HH0146,PSU112,Urban,North,Haryana,Urban,5,116609,30,Female,Higher Secondary,Salaried,0.89,24,1,7.5,Team_D,10,14.73,1.73,Completed
R00388,HH0146,PSU149,Urban,South,Kerala,Urban,2,74015,33,Male,Secondary,Student,0.74,23,3,9.6,Team_C,7,16.31,1.89,Completed
R00389,HH0146,PSU160,Urban,South,Kerala,Urban,4,84121,59,Female,Higher Secondary,Farmer,0.82,38,2,10.5,Team_C,5,19.2,1.33,Completed
R00390,HH0146,PSU101,Urban,East,Bihar,Urban,3,32724,53,Female,Higher Secondary,Salaried,0.79,26,2,7.0,Team_C,4,14.46,1.69,Completed
R00391,HH0146,PSU164,Urban,East,Bihar,Urban,6,48007,45,Male,Primary,Farmer,0.92,37,1,5.1,Team_B,10,15.03,2.27,Completed
R00392,HH0146,PSU141,Urban,West,Gujarat,Urban,5,62004,31,Female,Graduate,Farmer,0.85,34,2,8.5,Team_A,4,17.59,2.48,Completed
R00393,HH0146,PSU196,Urban,East,Odisha,Urban,6,96179,24,Female,Secondary,Farmer,0.81,34,2,9.5,Team_C,7,18.77,1.37,Completed
R00394,HH0147,PSU188,Urban,East,Bihar,Urban,4,118629,60,Male,Graduate,Farmer,0.73,26,3,12.6,Team_C,2,18.89,2.13,Completed
R00395,HH0147,PSU119,Urban,North,Punjab,Urban,4,69655,31,Male,Postgraduate,Student,0.88,29,1,5.1,Team_A,10,13.92,1.37,Completed
R00396,HH0147,PSU194,Urban,East,West Bengal,Urban,4,30230,56,Female,Graduate,Self-employed,0.82,27,2,7.7,Team_B,5,16.36,1.42,Completed
R00397,HH0148,PSU125,Urban,North,Punjab,Urban,3,93936,23,Male,Secondary,Farmer,0.9,25,1,6.4,Team_B,9,14.15,2.34,Completed
R00398,HH0149,PSU120,Urban,West,Rajasthan,Urban,3,62704,33,Male,Higher Secondary,Unemployed,0.74,26,3,13.2,Team_A,8,21.13,0.94,Completed
R00399,HH0150,PSU132,Urban,North,Punjab,Urban,3,97663,42,Female,Postgraduate,Salaried,0.75,30,3,10.9,Team_B,7,18.96,2.26,Completed
R00400,HH0150,PSU196,Urban,West,Maharashtra,Urban,4,39722,57,Female,Secondary,Student,0.84,29,1,7.4,Team_D,1,13.98,1.13,Completed
R00401,HH0150,PSU135,Urban,East,West Bengal,Urban,7,106675,46,Male,Secondary,Salaried,0.82,47,2,10.2,Team_B,5,21.34,1.07,Completed
R00402,HH0150,PSU139,Urban,South,Kerala,Urban,7,34913,37,Male,Graduate,Unemployed,0.82,40,2,6.7,Team_C,2,16.17,2.02,Completed
R00403,HH0150,PSU158,Urban,South,Karnataka,Urban,2,105610,30,Female,Postgraduate,Unemployed,0.81,26,2,8.0,Team_A,1,16.37,0.82,Completed
R00404,HH0150,PSU179,Urban,North,Haryana,Urban,7,48010,19,Male,Higher Secondary,Farmer,0.75,35,3,12.6,Team_D,1,21.98,1.46,Completed
R00405,HH0151,PSU146,Urban,East,Bihar,Urban,7,37598,38,Female,Graduate,Student,0.85,42,1,6.6,Team_A,4,15.8,1.03,Completed
R00406,HH0152,PSU129,Urban,West,Rajasthan,Urban,8,34302,40,Female,Higher Secondary,Student,0.76,45,3,10.5,Team_D,9,20.23,1.62,Completed
R00407,HH0152,PSU190,Urban,North,Delhi,Urban,5,66410,47,Female,Primary,Student,0.86,31,2,7.7,Team_D,10,15.14,2.45,Completed
R00408,HH0152,PSU154,Urban,West,Maharashtra,Urban,5,75492,45,Male,Higher Secondary,Unemployed,0.92,39,1,7.6,Team_B,7,15.7,1.31,Completed
R00409,HH0153,PSU188,Urban,South,Karnataka,Urban,4,34747,64,Female,Graduate,Self-employed,0.7,36,4,13.2,Team_C,1,21.66,2.41,Completed
R00410,HH0154,PSU112,Urban,East,Bihar,Urban,3,74408,54,Female,Graduate,Farmer,0.7,35,4,13.4,Team_A,7,21.93,0.86,Completed
R00411,HH0154,PSU171,Urban,East,Bihar,Urban,7,96121,40,Female,Higher Secondary,Unemployed,0.81,42,2,6.6,Team_C,3,15.88,1.46,Completed
R00412,HH0154,PSU171,Urban,West,Rajasthan,Urban,4,84731,28,Male,Secondary,Unemployed,0.89,33,1,3.9,Team_B,8,12.89,2.12,Completed
R00413,HH0154,PSU163,Urban,East,Bihar,Urban,5,84296,24,Male,Higher Secondary,Unemployed,0.84,28,1,4.5,Team_C,8,12.12,0.87,Completed
R00414,HH0154,PSU131,Urban,West,Rajasthan,Urban,7,34939,33,Female,Higher Secondary,Salaried,0.82,40,2,7.4,Team_D,6,18.02,1.8,Completed
R00415,HH0154,PSU121,Urban,South,Tamil Nadu,Urban,5,113986,27,Male,Graduate,Salaried,0.88,36,1,6.0,Team_A,8,14.76,1.32,Completed
R00416,HH0154,PSU130,Urban,South,Tamil Nadu,Urban,6,117748,29,Female,Higher Secondary,Student,0.83,43,2,8.6,Team_B,10,18.04,0.93,Completed
R00417,HH0154,PSU122,Urban,West,Maharashtra,Urban,5,41696,53,Female,Higher Secondary,Unemployed,0.79,36,3,11.7,Team_B,3,21.39,1.21,Completed
R00418,HH0154,PSU110,Urban,North,Delhi,Urban,2,66336,27,Female,Secondary,Student,0.74,31,3,13.1,Team_B,7,20.08,1.03,Completed
R00419,HH0154,PSU195,Urban,East,Odisha,Urban,7,32831,23,Female,Higher Secondary,Farmer,0.68,40,4,15.6,Team_D,1,25.74,2.46,Completed
R00420,HH0154,PSU170,Urban,West,Maharashtra,Urban,4,73577,43,Male,Postgraduate,Self-employed,0.77,25,3,10.3,Team_B,3,16.82,1.28,Completed
R00421,HH0154,PSU184,Rural,East,Odisha,Rural,5,33699,33,Male,Higher Secondary,Unemployed,0.85,40,2,7.7,Team_A,8,17.65,1.44,Completed
R00422,HH0154,PSU181,Rural,South,Tamil Nadu,Rural,2,16757,64,Male,Graduate,Self-employed,0.76,25,3,11.2,Team_B,1,17.71,0.95,Completed
R00423,HH0154,PSU100,Rural,North,Delhi,Rural,3,43255,33,Male,Postgraduate,Student,0.73,34,3,10.6,Team_A,6,19.82,0.85,Completed
R00424,HH0154,PSU181,Rural,North,Delhi,Rural,6,8848,33,Male,Secondary,Student,0.73,39,3,10.6,Team_A,3,20.43,1.3,Completed
R00425,HH0154,PSU135,Rural,North,Haryana,Rural,8,11500,52,Female,Secondary,Self-employed,0.74,50,3,9.7,Team_A,2,20.98,1.23,Completed
R00426,HH0155,PSU144,Rural,East,West Bengal,Rural,6,28594,35,Male,Primary,Salaried,0.76,36,3,10.8,Team_A,3,20.28,1.56,Completed
R00427,HH0155,PSU144,Rural,South,Tamil Nadu,Rural,8,44697,69,Female,Higher Secondary,Student,0.7,39,4,14.2,Team_D,10,22.79,1.55,Completed
R00428,HH0155,PSU197,Rural,East,West Bengal,Rural,8,19597,31,Male,Graduate,Farmer,0.78,44,3,11.0,Team_A,6,21.17,2.11,Completed
R00429,HH0155,PSU179,Rural,East,West Bengal,Rural,7,22488,45,Male,Graduate,Unemployed,0.71,39,4,15.4,Team_D,4,25.09,0.98,Completed
R00430,HH0155,PSU182,Rural,East,Odisha,Rural,4,16290,26,Male,Higher Secondary,Unemployed,0.73,35,4,14.9,Team_D,8,23.45,1.87,Completed
R00431,HH0155,PSU105,Rural,North,Delhi,Rural,4,33286,49,Female,Secondary,Student,0.67,33,4,16.2,Team_B,7,25.15,0.84,Completed
R00432,HH0155,PSU102,Rural,West,Gujarat,Rural,3,38965,34,Female,Secondary,Self-employed,0.73,27,3,10.8,Team_C,8,18.5,0.88,Completed
R00433,HH0155,PSU162,Rural,West,Rajasthan,Rural,2,33547,41,Male,Postgraduate,Salaried,0.87,30,1,4.2,Team_A,8,12.55,1.37,Completed
R00434,HH0155,PSU110,Rural,West,Rajasthan,Rural,7,24990,33,Male,Postgraduate,Student,0.74,42,3,13.1,Team_A,4,23.05,2.14,Completed
R00435,HH0155,PSU198,Rural,North,Delhi,Rural,6,26816,30,Male,Graduate,Salaried,0.62,29,5,17.0,Team_A,1,25.09,2.34,Completed
R00436,HH0155,PSU129,Rural,West,Gujarat,Rural,8,36249,55,Female,Graduate,Farmer,0.66,39,5,17.2,Team_B,4,27.12,1.25,Refused
R00437,HH0156,PSU143,Rural,North,Delhi,Rural,2,28484,21,Female,Secondary,Student,0.73,26,4,14.0,Team_D,7,20.55,2.31,Completed
R00438,HH0157,PSU170,Rural,East,Odisha,Rural,5,31869,32,Female,Graduate,Self-employed,0.77,36,3,12.8,Team_D,8,21.63,0.85,Completed
R00439,HH0157,PSU121,Rural,North,Delhi,Rural,7,42401,28,Female,Postgraduate,Unemployed,0.65,43,5,18.8,Team_C,4,29.22,1.45,Completed
R00440,HH0157,PSU124,Rural,West,Gujarat,Rural,8,16523,34,Male,Graduate,Farmer,0.78,45,3,10.1,Team_B,1,19.7,2.25,Completed
R00441,HH0157,PSU120,Rural,South,Tamil Nadu,Rural,6,27107,56,Male,Primary,Student,0.73,38,4,16.0,Team_C,2,25.33,1.8,Completed
R00442,HH0157,PSU156,Rural,West,Maharashtra,Rural,3,27129,30,Female,Graduate,Unemployed,0.65,35,5,18.3,Team_B,6,27.29,2.19,Completed
R00443,HH0158,PSU176,Rural,West,Maharashtra,Rural,3,29044,19,Female,Primary,Farmer,0.79,29,3,9.8,Team_A,2,17.35,0.9,Completed
R00444,HH0158,PSU136,Rural,West,Rajasthan,Rural,3,22760,27,Male,Secondary,Salaried,0.72,31,3,10.5,Team_C,7,18.16,2.0,Completed
R00445,HH0158,PSU157,Rural,South,Karnataka,Rural,7,15261,24,Female,Higher Secondary,Unemployed,0.8,44,2,8.1,Team_A,2,17.57,2.33,Completed
R00446,HH0158,PSU180,Rural,East,Bihar,Rural,4,11047,35,Male,Graduate,Student,0.69,32,4,13.9,Team_A,4,21.38,1.01,Completed
R00447,HH0158,PSU132,Rural,North,Haryana,Rural,7,23590,41,Female,Graduate,Unemployed,0.79,37,2,10.5,Team_D,2,18.21,1.17,Completed
R00448,HH0159,PSU116,Rural,East,Bihar,Rural,8,44968,18,Female,Secondary,Salaried,0.69,39,4,12.7,Team_A,10,22.97,0.88,Completed
R00449,HH0159,PSU107,Rural,South,Tamil Nadu,Rural,2,27373,29,Female,Secondary,Self-employed,0.79,28,3,13.2,Team_B,4,20.31,2.32,Completed
R00450,HH0159,PSU154,Rural,North,Delhi,Rural,4,17008,37,Male,Higher Secondary,Unemployed,0.74,30,3,11.1,Team_B,9,19.82,1.72,Completed
R00451,HH0160,PSU154,Rural,East,West Bengal,Rural,5,37860,57,Male,Secondary,Unemployed,0.76,48,3,13.2,Team_D,9,23.16,1.07,Refused
R00452,HH0160,PSU187,Rural,North,Haryana,Rural,7,27649,47,Male,Higher Secondary,Farmer,0.84,36,2,6.7,Team_A,2,15.79,1.69,Completed
R00453,HH0161,PSU129,Rural,North,Punjab,Rural,2,29254,23,Female,Higher Secondary,Unemployed,0.73,26,3,11.1,Team_D,6,17.9,2.29,Completed
R00454,HH0161,PSU153,Rural,North,Delhi,Rural,2,11137,19,Female,Graduate,Student,0.8,26,2,8.3,Team_B,5,15.14,2.4,Completed
R00455,HH0161,PSU117,Rural,West,Gujarat,Rural,2,18859,43,Female,Graduate,Salaried,0.68,30,4,12.5,Team_A,3,19.9,2.04,Completed
R00456,HH0161,PSU161,Rural,North,Haryana,Rural,6,42597,38,Female,Postgraduate,Farmer,0.62,39,5,17.0,Team_C,1,26.74,1.81,Completed
R00457,HH0161,PSU153,Rural,West,Maharashtra,Rural,6,15898,59,Female,Postgraduate,Salaried,0.73,36,4,12.8,Team_A,4,22.24,0.85,Completed
R00458,HH0161,PSU178,Rural,East,Odisha,Rural,4,31714,24,Female,Graduate,Student,0.91,29,1,6.5,Team_D,1,13.16,0.99,Refused
R00459,HH0161,PSU107,Rural,East,Bihar,Rural,7,32010,27,Female,Graduate,Student,0.79,37,2,7.8,Team_C,3,16.51,1.41,Refused
R00460,HH0161,PSU163,Rural,West,Rajasthan,Rural,2,20451,58,Male,Higher Secondary,Self-employed,0.72,32,3,10.0,Team_A,4,18.46,1.32,Completed
R00461,HH0162,PSU165,Rural,East,West Bengal,Rural,4,33528,57,Female,Graduate,Salaried,0.67,32,5,16.8,Team_C,5,25.15,1.05,Completed
R00462,HH0162,PSU163,Rural,East,West Bengal,Rural,6,15627,48,Male,Secondary,Farmer,0.7,35,4,12.5,Team_C,4,22.14,0.82,Completed
R00463,HH0162,PSU101,Rural,West,Rajasthan,Rural,5,28218,57,Female,Postgraduate,Salaried,0.61,31,5,18.9,Team_C,6,26.65,1.48,Not Available
R00464,HH0163,PSU146,Rural,South,Tamil Nadu,Rural,6,36515,58,Female,Higher Secondary,Self-employed,0.78,38,3,11.2,Team_C,4,21.04,1.08,Completed
R00465,HH0163,PSU110,Rural,North,Haryana,Rural,4,13866,63,Male,Secondary,Salaried,0.73,36,3,10.2,Team_D,10,18.85,1.27,Completed
R00466,HH0163,PSU172,Rural,West,Gujarat,Rural,5,43550,51,Male,Higher Secondary,Self-employed,0.74,34,3,13.3,Team_A,2,21.56,1.8,Completed
R00467,HH0164,PSU135,Rural,South,Tamil Nadu,Rural,7,9166,47,Male,Higher Secondary,Student,0.73,43,4,14.2,Team_A,10,24.61,1.72,Completed
R00468,HH0164,PSU152,Rural,North,Haryana,Rural,8,22856,36,Male,Secondary,Salaried,0.66,42,4,15.4,Team_D,2,25.48,2.18,Completed
R00469,HH0164,PSU137,Rural,West,Maharashtra,Rural,5,24559,28,Male,Graduate,Unemployed,0.78,34,3,9.8,Team_D,4,18.62,1.11,Completed
R00470,HH0165,PSU109,Rural,East,Odisha,Rural,4,22720,25,Female,Secondary,Self-employed,0.64,36,5,16.5,Team_B,5,24.87,2.07,Completed
R00471,HH0166,PSU193,Rural,West,Maharashtra,Rural,3,23244,30,Male,Graduate,Unemployed,0.66,25,4,15.4,Team_A,10,23.07,0.97,Completed
R00472,HH0166,PSU192,Rural,North,Delhi,Rural,7,26044,49,Female,Postgraduate,Self-employed,0.83,45,2,6.8,Team_A,3,17.94,2.13,Not Available
R00473,HH0166,PSU129,Rural,East,Odisha,Rural,8,9095,31,Female,Secondary,Student,0.66,43,4,12.4,Team_B,8,22.77,1.14,Completed
R00474,HH0166,PSU121,Rural,East,Bihar,Rural,6,22141,49,Female,Secondary,Farmer,0.66,38,5,16.5,Team_A,9,26.64,2.25,Refused
R00475,HH0167,PSU153,Rural,West,Rajasthan,Rural,5,32926,60,Female,Higher Secondary,Self-employed,0.66,34,5,17.5,Team_C,1,25.64,1.62,Completed
R00476,HH0167,PSU174,Rural,South,Kerala,Rural,6,25307,18,Male,Secondary,Unemployed,0.72,32,3,12.9,Team_B,3,20.63,2.31,Completed
R00477,HH0167,PSU187,Rural,North,Punjab,Rural,2,37925,33,Male,Secondary,Farmer,0.75,26,3,13.4,Team_A,8,19.66,2.05,Completed
R00478,HH0168,PSU108,Rural,South,Kerala,Rural,8,10022,52,Female,Graduate,Unemployed,0.67,32,4,14.1,Team_B,1,22.21,1.65,Completed
R00479,HH0169,PSU148,Rural,West,Maharashtra,Rural,4,17143,37,Female,Higher Secondary,Unemployed,0.79,43,3,11.8,Team_C,2,21.24,1.19,Completed
R00480,HH0170,PSU179,Rural,East,West Bengal,Rural,7,16281,19,Female,Graduate,Self-employed,0.61,40,5,15.3,Team_C,3,25.1,1.44,Completed
R00481,HH0170,PSU111,Rural,West,Maharashtra,Rural,8,12931,36,Male,Secondary,Unemployed,0.8,38,2,7.5,Team_D,3,16.43,1.15,Completed
R00482,HH0170,PSU190,Rural,North,Delhi,Rural,4,18915,57,Female,Postgraduate,Self-employed,0.73,32,3,11.9,Team_C,3,19.34,2.14,Refused
R00483,HH0171,PSU115,Rural,South,Tamil Nadu,Rural,8,39830,58,Male,Primary,Self-employed,0.69,50,4,13.5,Team_C,4,25.09,1.9,Completed
R00484,HH0171,PSU104,Rural,South,Tamil Nadu,Rural,8,8245,29,Male,Graduate,Unemployed,0.88,43,1,5.8,Team_C,2,16.12,1.99,Refused
R00485,HH0172,PSU151,Rural,East,Bihar,Rural,3,10858,31,Male,Secondary,Student,0.73,30,4,15.5,Team_C,7,23.35,1.61,Completed
R00486,HH0173,PSU102,Rural,South,Kerala,Rural,2,36317,31,Male,Graduate,Farmer,0.68,32,4,13.5,Team_D,9,22.59,1.43,Completed
R00487,HH0174,PSU157,Rural,East,Odisha,Rural,2,13085,33,Male,Postgraduate,Self-employed,0.65,23,5,18.2,Team_C,4,25.09,1.51,Not Available
R00488,HH0174,PSU142,Rural,South,Tamil Nadu,Rural,6,41044,44,Male,Primary,Self-employed,0.7,41,4,15.3,Team_A,7,23.98,1.12,Completed
R00489,HH0175,PSU153,Rural,East,Bihar,Rural,4,13255,34,Female,Higher Secondary,Unemployed,0.67,35,4,15.9,Team_D,6,24.87,1.62,Completed
R00490,HH0176,PSU145,Rural,North,Delhi,Rural,3,30844,27,Male,Primary,Self-employed,0.72,32,4,12.4,Team_B,1,21.11,1.84,Completed
R00491,HH0176,PSU197,Rural,West,Rajasthan,Rural,4,12359,50,Male,Postgraduate,Salaried,0.85,28,1,7.1,Team_D,9,13.87,1.06,Completed
R00492,HH0177,PSU179,Rural,East,West Bengal,Rural,8,20644,28,Male,Postgraduate,Salaried,0.64,48,5,18.1,Team_B,4,28.14,1.77,Completed
R00493,HH0177,PSU131,Rural,North,Haryana,Rural,8,39741,20,Male,Higher Secondary,Farmer,0.79,47,2,8.3,Team_A,1,18.82,2.34,Completed
R00494,HH0177,PSU150,Rural,West,Gujarat,Rural,2,29392,18,Female,Graduate,Self-employed,0.66,34,5,16.1,Team_B,10,24.41,2.39,Completed
R00495,HH0177,PSU189,Rural,North,Haryana,Rural,8,28815,48,Male,Graduate,Self-employed,0.66,44,5,17.3,Team_A,2,27.93,1.68,Completed
R00496,HH0177,PSU159,Rural,East,Odisha,Rural,3,19112,50,Male,Postgraduate,Self-employed,0.83,26,2,8.8,Team_B,8,15.69,2.29,Completed
R00497,HH0177,PSU192,Rural,North,Delhi,Rural,7,20906,52,Female,Graduate,Farmer,0.73,47,3,11.4,Team_D,8,21.45,1.68,Completed
R00498,HH0177,PSU148,Rural,North,Punjab,Rural,5,28196,38,Female,Secondary,Student,0.79,37,3,10.2,Team_D,8,20.14,2.04,Refused
R00499,HH0177,PSU173,Rural,North,Haryana,Rural,8,26644,18,Female,Postgraduate,Salaried,0.61,48,5,16.6,Team_D,2,28.16,2.13,Completed
R00500,HH0177,PSU114,Rural,North,Punjab,Rural,2,36213,48,Male,Higher Secondary,Student,0.8,27,3,12.7,Team_D,9,19.32,2.18,Completed
R00501,HH0178,PSU133,Rural,South,Tamil Nadu,Rural,4,14912,39,Male,Secondary,Unemployed,0.74,26,4,14.6,Team_A,4,22.64,2.21,Completed
R00502,HH0179,PSU159,Rural,South,Kerala,Rural,5,11681,41,Male,Graduate,Unemployed,0.78,31,3,12.2,Team_D,1,19.51,2.35,Completed
R00503,HH0180,PSU120,Rural,South,Karnataka,Rural,3,32456,25,Female,Postgraduate,Self-employed,0.75,22,3,11.5,Team_B,6,18.12,2.09,Completed
R00504,HH0181,PSU180,Rural,North,Haryana,Rural,7,33770,36,Male,Primary,Farmer,0.67,49,5,15.7,Team_D,9,27.9,1.96,Completed
R00505,HH0181,PSU196,Rural,West,Rajasthan,Rural,8,33088,68,Female,Higher Secondary,Salaried,0.74,43,3,13.0,Team_C,10,22.88,2.22,Completed
